run,pctApp,pctTest,lockdown,schools,compliance,deaths,propInfected,mortality,days,tests,household,relations,friends,school,random,work
1384,60,3,false,true,Low,204,33.316165895751546,0.6,400,91873,0.36,0.03,0.19,0.07,0.21,0.15
1371,40,6,false,true,Low,222,35.13137948458818,0.61,425,105556,0.36,0.02,0.19,0.06,0.21,0.16
1397,80,1.5,false,true,Low,167,30.516577914253507,0.53,371,57318,0.37,0.02,0.18,0.07,0.21,0.15
1376,60,1.5,false,true,High,166,32.18311501535352,0.5,462,53169,0.36,0.03,0.19,0.07,0.2,0.15
1390,80,1.5,false,true,High,139,26.789948303338907,0.5,356,60148,0.38,0.02,0.18,0.07,0.2,0.15
1380,60,0,false,true,Low,309,46.75535429704202,0.64,333,0,0.33,0.03,0.2,0.06,0.22,0.17
1378,60,6,false,true,High,149,30.578769386247913,0.47,410,163539,0.37,0.03,0.18,0.07,0.2,0.15
1394,80,0,false,true,Low,289,42.91405915963774,0.65,316,0,0.35,0.03,0.19,0.06,0.21,0.16
1396,80,1,false,true,Low,168,32.095658257861395,0.51,349,39847,0.37,0.02,0.18,0.07,0.21,0.15
1387,80,0,false,true,High,266,40.34768919811871,0.64,407,0,0.35,0.03,0.19,0.06,0.21,0.16
1386,60,100,false,true,Low,170,30.08123761029269,0.55,407,170986,0.37,0.03,0.18,0.07,0.21,0.15
1388,80,0.5,false,true,High,159,28.761612313911456,0.54,428,25556,0.37,0.03,0.18,0.07,0.2,0.15
1375,60,1,false,true,High,180,32.75158393905236,0.53,430,38701,0.36,0.02,0.18,0.07,0.21,0.15
1382,60,1,false,true,Low,185,35.90974462626812,0.5,345,34675,0.36,0.03,0.19,0.07,0.2,0.16
1379,60,100,false,true,High,153,30.247405449527733,0.49,474,160897,0.37,0.02,0.19,0.07,0.2,0.15
1372,40,100,false,true,Low,192,34.94966377735453,0.53,486,106417,0.36,0.02,0.19,0.06,0.21,0.16
1399,80,6,false,true,Low,130,26.033933221906945,0.49,477,209476,0.37,0.02,0.18,0.08,0.2,0.15
1395,80,0.5,false,true,Low,161,33.90698487969837,0.46,418,20323,0.36,0.03,0.18,0.07,0.2,0.16
1398,80,3,false,true,Low,151,29.536090488591753,0.5,473,103654,0.37,0.02,0.18,0.07,0.2,0.15
1393,80,100,false,true,High,117,24.036032184086757,0.47,521,205798,0.39,0.02,0.17,0.08,0.2,0.14
1385,60,6,false,true,Low,145,28.45065495393944,0.5,537,160173,0.37,0.02,0.18,0.07,0.21,0.15
1391,80,3,false,true,High,134,26.296303494383334,0.5,656,139052,0.38,0.03,0.18,0.07,0.2,0.14
1392,80,6,false,true,High,133,24.80467990826758,0.52,653,214686,0.38,0.02,0.17,0.08,0.2,0.15
1400,80,100,false,true,Low,119,25.081626306992653,0.46,613,237096,0.38,0.02,0.17,0.07,0.2,0.14
